,customerid,bank_branch_clients,systemloanid,loannumber,loanamount,totaldue,termdays,good_bad_flag,referred,realage,TipoInteresAhora,bank_account_Current,bank_account_Other,bank_account_Savings,level_of_education_clients_Graduate,level_of_education_clients_Post-Graduate,level_of_education_clients_Primary,level_of_education_clients_Secondary,level_of_education_clients_Unknown,bank_name_client_Access Bank,bank_name_client_Diamond Bank,bank_name_client_EcoBank,bank_name_client_FCMB,bank_name_client_Fidelity Bank,bank_name_client_First Bank,bank_name_client_GT Bank,bank_name_client_Heritage Bank,bank_name_client_Keystone Bank,bank_name_client_Skye Bank,bank_name_client_Stanbic IBTC,bank_name_client_Standard Chartered,bank_name_client_Sterling Bank,bank_name_client_UBA,bank_name_client_Union Bank,bank_name_client_Unity Bank,bank_name_client_Wema Bank,bank_name_client_Zenith Bank,employment_status_client_Contract,employment_status_client_Permanent,employment_status_client_Retired,employment_status_client_Self-Employed,employment_status_client_Student,employment_status_client_Unemployed,employment_status_client_Unknown,number_of_Loans,accumlated_loan_given,accumlated_timediff,time-to-payoff,accumulated_money_won,is_late_for_firstpay
10,8a858ff25a6a19ee015a6abff5ed659c,0.0,301977280.0,4.0,10000.0,13000.0,30.0,1.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,10823000000000.0,8564273000000000.0,9000.0,1.0
11,8a858e6c5c88d145015c894de1a91c5c,0.0,301958736.0,2.0,10000.0,13000.0,30.0,1.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,1881381000000000.0,3000.0,0.0
12,8a858eb45876dcc501587dae11f2283e,0.0,302003197.0,7.0,10000.0,13000.0,30.0,0.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,100000.0,21663000000000.0,1.3856313e+16,20350.0,0.0
13,8a858f2f54e28d530154ecdd303004fa,1.0,301989564.0,3.0,10000.0,13000.0,30.0,1.0,0.0,39.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7276000000000.0,3275193000000000.0,6000.0,0.0
14,8a858f6c570f2d660157238b0c4a1bdd,0.0,301966182.0,8.0,25000.0,27500.0,30.0,1.0,0.0,31.0,0.33333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,125000.0,25283000000000.0,1.2483974e+16,18987.5,0.0
15,8a85893d542e18bc01542e37365c120a,0.0,301995423.0,7.0,30000.0,39000.0,60.0,1.0,0.0,34.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,126000.0,21659000000000.0,1.9244173e+16,25700.0,1.0
16,8a8588f35438fe12015444567666018e,0.0,301966580.0,7.0,20000.0,22250.0,15.0,1.0,0.0,37.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0,21661000000000.0,9694445000000000.0,10500.0,1.0
17,8a858f275c451af5015c49a2c43b5fb2,0.0,301980592.0,2.0,10000.0,13000.0,30.0,1.0,1.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3611000000000.0,2257754000000000.0,3000.0,0.0
18,8a858e2155defefd0155e12953ee00a1,0.0,301967209.0,11.0,40000.0,44000.0,30.0,1.0,0.0,32.0,0.33333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,270000.0,171535000000000.0,2.0317907e+16,41950.0,0.0
19,8a858e4b5a7f868b015a80f3822d505b,0.0,301995976.0,6.0,20000.0,24000.0,30.0,1.0,0.0,34.0,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,70000.0,18110000000000.0,1.2545593e+16,18000.0,0.0
20,8a858f125c5f88b1015c603d2810428c,0.0,301965899.0,2.0,10000.0,13000.0,30.0,1.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3619000000000.0,2581776000000000.0,3000.0,0.0
21,8a858ee75a6156c0015a635f394a5f79,0.0,302001727.0,7.0,30000.0,34500.0,30.0,1.0,0.0,39.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0,21659000000000.0,1.2976161e+16,21300.0,0.0
22,8a858f445d41ebbe015d50c105334acc,0.0,301995706.0,2.0,10000.0,11500.0,15.0,1.0,0.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3669000000000.0,682782000000000.0,3000.0,0.0
23,8a858f285d3ca5c4015d3cbb1f94073a,0.0,302000799.0,2.0,10000.0,11500.0,15.0,1.0,0.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3674000000000.0,827895000000000.0,1500.0,0.0
24,8a858f225bfdb280015c108bf6f53281,0.0,302002180.0,2.0,10000.0,13000.0,30.0,1.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3607000000000.0,2776387000000000.0,3000.0,1.0
25,8a858f7e564ad338015654d3a5c242a5,0.0,301969110.0,8.0,30000.0,34500.0,30.0,1.0,0.0,33.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,100000.0,25252000000000.0,1.3933307e+16,25500.0,0.0
26,8a858ea4582fcdc80158338316a258e3,0.0,301992692.0,10.0,30000.0,34500.0,30.0,1.0,0.0,42.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,160000.0,32557000000000.0,1.9723544e+16,29400.0,0.0
27,8a858f3c5c16cadb015c177e274650b9,0.0,301984048.0,2.0,10000.0,13000.0,30.0,1.0,0.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3669000000000.0,2408025000000000.0,3000.0,0.0
28,8a858ec555f82a230155f92ff37d0b31,0.0,301977829.0,12.0,50000.0,52500.0,30.0,1.0,0.0,39.0,0.16666666666666669,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,335000.0,39764000000000.0,2.785692e+16,56275.0,0.0
29,8a858f255cb1710a015cb56393f60d1b,0.0,301992796.0,2.0,10000.0,13000.0,30.0,1.0,0.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,2448936000000000.0,3000.0,0.0
30,8a858f6f5b3f095b015b4083532532a0,0.0,301990087.0,2.0,10000.0,13000.0,30.0,1.0,0.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,1891308000000000.0,3000.0,0.0
31,8a858fa257d8223c0157e7e6ce253dd8,0.0,301993842.0,3.0,10000.0,13000.0,30.0,1.0,0.0,33.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7220000000000.0,6750520000000000.0,6000.0,1.0
32,8a858f335cd0c78e015cd435d7192800,0.0,301984674.0,2.0,10000.0,11500.0,15.0,1.0,0.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3607000000000.0,1227962000000000.0,1500.0,0.0
33,8a858953548fb0c001549b31ac5f6dda,0.0,301989107.0,13.0,10000.0,11000.0,30.0,1.0,0.0,37.0,0.33333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,205000.0,43340000000000.0,2.2925465e+16,35275.0,0.0
34,8a858eba5b681df4015b7b63e6ed6a23,0.0,301991166.0,4.0,10000.0,11500.0,15.0,1.0,1.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,10826000000000.0,7184196000000000.0,7500.0,1.0
35,8a858ee55cb156e6015cb650b14467f0,0.0,301982196.0,2.0,10000.0,11500.0,15.0,1.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10000.0,3611000000000.0,642027000000000.0,3000.0,0.0
36,8a858f9157f7b9670157fa9d4e7546e0,0.0,301997594.0,2.0,10000.0,13000.0,30.0,1.0,0.0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3615000000000.0,2658275000000000.0,3000.0,1.0
37,8a85883353d0c4e90153dfca251168bc,0.0,301992301.0,9.0,30000.0,34500.0,30.0,0.0,0.0,33.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,140000.0,28864000000000.0,1.9260994e+16,27800.0,0.0
38,8a858fa55acd8061015ad15eb8b47940,0.0,301959612.0,4.0,20000.0,24500.0,30.0,1.0,0.0,32.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,10896000000000.0,7519092000000000.0,9000.0,0.0
39,8a8589a053acc39e0153b217f3d031cb,0.0,301968590.0,9.0,30000.0,33000.0,30.0,1.0,0.0,34.0,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,105000.0,28905000000000.0,1.4342849e+16,18975.0,0.0
40,8a858e2e5bb57a37015bbe3c1af53cac,0.0,301960237.0,3.0,20000.0,24500.0,30.0,1.0,0.0,32.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7215000000000.0,4817732000000000.0,6000.0,0.0
41,8a8588c9548a33b201548b3cdb0f0c53,0.0,301999434.0,2.0,10000.0,13000.0,30.0,0.0,0.0,32.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3609000000000.0,3707273000000000.0,3000.0,1.0
42,8a858e345bd96da8015bdcde39b37570,0.0,301964230.0,3.0,10000.0,13000.0,30.0,1.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20000.0,7218000000000.0,5154492000000000.0,6000.0,1.0
43,8a858e0f5c45466f015c4a6560255de7,0.0,301992201.0,3.0,10000.0,13000.0,30.0,1.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7225000000000.0,4716149000000000.0,6000.0,0.0
44,8a858fe758dc437a0158e524adb32ae2,0.0,301987024.0,11.0,40000.0,44000.0,30.0,1.0,0.0,32.0,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,220000.0,36081000000000.0,1.6644069e+16,29900.0,0.0
45,8a858e185b4923b4015b4ae48d28646a,0.0,301996687.0,4.0,10000.0,11500.0,15.0,1.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,11586000000000.0,4679839000000000.0,4500.0,1.0
46,8a858f725be8d4ff015bec5207ce5524,0.0,302002456.0,3.0,10000.0,13000.0,30.0,0.0,1.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20000.0,7279000000000.0,5168210000000000.0,6000.0,1.0
47,8a858e2c5cc64f70015cc942825e71ae,0.0,301983228.0,2.0,10000.0,13000.0,30.0,1.0,1.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,2302321000000000.0,3000.0,0.0
48,8a858fba5cd5feee015cdb7d7d574f0f,0.0,301994253.0,2.0,10000.0,13000.0,30.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,3668000000000.0,2172241000000000.0,3000.0,0.0
49,8a858fd85b685607015b75c2390b7173,0.0,301997897.0,5.0,20000.0,24500.0,30.0,1.0,0.0,34.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,40000.0,14431000000000.0,8053772000000000.0,10500.0,0.0
50,8a858fe8555f401f0155679de3f04eb4,0.0,301972411.0,4.0,10000.0,13000.0,30.0,1.0,0.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,10824000000000.0,7780466000000000.0,9000.0,1.0
51,8a8589b953bc23f70153c887b4b45c9a,0.0,302000392.0,13.0,40000.0,48000.0,60.0,1.0,0.0,29.0,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,223000.0,43404000000000.0,2.6455017e+16,37887.5,0.0
52,8a858e935b496584015b496cdac50369,0.0,301981004.0,5.0,10000.0,11500.0,15.0,0.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,40000.0,14430000000000.0,6786647000000000.0,6000.0,1.0
53,8a858e1d5b2510b2015b2c76fe45726a,0.0,301978662.0,2.0,10000.0,13000.0,30.0,1.0,0.0,56.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3668000000000.0,2441099000000000.0,3000.0,0.0
